Txhash;Blockno;UnixTimestamp;DateTime;From;To;ContractAddress;Value_IN(ETH);Value_OUT(ETH);CurrentValue @ $450.86/Eth;TxnFee(ETH);TxnFee(USD);Historical $Price/Eth;Status;ErrCode
0x05a8bb4b7eddfcfbe7271f3c2fc078fd4fff2dfd5f71853fbcad836de55a7e07;11259838;1605409435;2020-11-15 03:03:55;0x71f5125a1e4ae2696b81ef947a4e7d8d23fab6bf;0xfef0d2f3a79b4338d8418003dd9df89281242063;;1.3;0;586.118;0.00738836;3.3311159896;448.51;;
0x964d3518465f1088eaa9ba12667fffed7140d1de0084297d82768a180acee108;11259851;1605409575;2020-11-15 03:06:15;0xbb852372a69bdae4ede4c1aa626d97ad4bb65ac5;0xfef0d2f3a79b4338d8418003dd9df89281242063;;0.05;0;22.543;0.00224598;1.0126225428;448.51;;
0x04d77605af308afb5437958b3c1f7f13c6ba329ab1823a68af538523f370abb7;11259853;1605409587;2020-11-15 03:06:27;0xbb852372a69bdae4ede4c1aa626d97ad4bb65ac5;0xfef0d2f3a79b4338d8418003dd9df89281242063;;0.05;0;22.543;0.001333229;0.6010996269;448.51;;
0xe09ea6f78118f3382b0b3f453252827e4495b8d6a968131adc900393aae096ec;11259855;1605409609;2020-11-15 03:06:49;0x7b2e479a47430c6f484e1fd3577c87f218e010b5;0xfef0d2f3a79b4338d8418003dd9df89281242063;;0.1;0;45.086;0.00246;1.1091156;448.51;;
0x9fb95ff7ac523ba66d225c1b5b592aab866d658a5c48d47419c40c06e9256afb;11259864;1605409728;2020-11-15 03:08:48;0x9b5a62f0d1ecaf358dc605b280725dcb4823636d;0xfef0d2f3a79b4338d8418003dd9df89281242063;;0.5;0;225.43;0.00476152;2.1467789072;448.51;;
0x90c771f36be00b6db478f9141330359513e642e6a167df30a059bb89acc8cb3e;11259893;1605410086;2020-11-15 03:14:46;0xc3b379b0dca3120a11d35e1f41fca22a23a89cce;0xfef0d2f3a79b4338d8418003dd9df89281242063;;2;0;901.72;0.0047853276;2.1575128017;448.51;;
0x620d892de2cdff4902618e1e02ace30c560d4b8dd782e3b7b007b1dd5f0e1934;11259902;1605410144;2020-11-15 03:15:44;0x3ed8844eb2f520706791a84eeb495d5594c62819;0xfef0d2f3a79b4338d8418003dd9df89281242063;;3.25;0;1465.295;0.029015205;13.0817953263;448.51;;
0xb1248c54c25eeecb3173eccc2cdad08b401bbf0878264f771206b98eb396f2dc;11259931;1605410449;2020-11-15 03:20:49;0xc3b379b0dca3120a11d35e1f41fca22a23a89cce;0xfef0d2f3a79b4338d8418003dd9df89281242063;;1.5;0;676.29;0.001845;0.8318367;448.51;;
0x9a6b02cf72fa325eed553475c6959c85e595f2707a68021921ae21ad3ed4c133;11259954;1605410724;2020-11-15 03:25:24;0xc3b379b0dca3120a11d35e1f41fca22a23a89cce;0xfef0d2f3a79b4338d8418003dd9df89281242063;;1;0;450.86;0.001204725;0.5431623135;448.51;;
0x91af315a7c37fd307c85f6b5e718c2c17065ce7c259c8f4f899bf556357b4cac;11259992;1605411222;2020-11-15 03:33:42;0x9d7a76fd386edeb3a871c3a096ca875adc1a55b7;0xfef0d2f3a79b4338d8418003dd9df89281242063;;0.1;0;45.086;0.0025584;1.153480224;448.51;;
